ROOT,LEMMA,LEMMA_ARA,PATTERN_ABSTRACT,PATTERN,GLOSS,FUNCTION,POS
*.w.t,*awaAtiy~,ذَوَاتِيّ,1a2A3+iy~,1a2aA3iy~,exclusive;high-class,-,ADJ
*.w.y,*awaY-i,ذَوَى-ِ,1a2a3,1a2,fade;wither,#-ay trans,VERB
*.w.y,*awiy-i,ذَوِي-ِ,1a2a3_INTRANS,1a2,fade;wither,INTRANS,VERB
*.w.y,>a*owaY,أَذْوَى,>a1o2a3,>a1o2,make_dry;make_wilt,#-ay trans,VERB
*.w.y,*aAt,ذَات,1a2a3,1aAt,being;essence;same;self,-,NOUN
*.w.y,*aAwiy,ذَاوِي,1A2i3,1aA2,faded;withered,-,ADJ
*.x.r,*axar-a,ذَخَر-َ,1a2a3,1a2a3,preserve;store,trans,VERB
*.x.r,*axiyrap,ذَخِيرَة,1a2iy3+ap,1a2iy3,ammunition;provision;treasure,-,NOUN
*.x.r,*uxor,ذُخْر,1u2o3,1u2o3,hoarded;stored,-,NOUN
*.x.r,mu*ax~ar,مُذَخَّر,mu1a2~a3,mu1a2~a3,hoarded;saved;saving;supply,-,NOUN
*.x.r,mu*ax~ir,مُذَخِّر,mu1a2~i3,mu1a2~i3,ammunition_passer;assistant_gunner,-,NOUN
*.x.r,mu*ax~irap,مُذَخِّرَة,mu1a2~i3+ap,mu1a2~i3,battery;storage_battery,-,NOUN
*.x.r,mud~axir,مُدَّخِر,mu1ota2i3,mud~a2i3,saver;savings_account_holder,-,NOUN
*.x.r,mud~axir,مُدَّخِر,mu1ota2i3,mud~a2i3,hoarding;saving,-,ADJ
*.y.E,*aAE-i,ذَاع-ِ,1a2a3_INTRANS,1aA3,become_public;circulate;spread,INTRANS,VERB
*.y.E,*aAE-i,ذَاع-ِ,1a2a3_INTRANS,1i3,become_public;circulate;spread,INTRANS,VERB
*.y.E,>a*aAE,أَذَاع,>a1o2a3,>a1a3,broadcast;propagate,trans,VERB
*.y.E,>a*aAE,أَذَاع,>a1o2a3,>a1aA3,broadcast;propagate,trans,VERB
*.y.E,*uyuwE,ذُيُوع,1u2uw3,1u2uw3,circulation;diffusion;propagation;spreading,-,NOUN
*.y.E,mi*oyaAE,مِذْيَاع,mi1o2A3,mi1o2aA3,communicative;transmitter,-,NOUN
*.y.E,mu*iyE,مُذِيع,mu1o2i3,mu1i23,announcer;broadcaster;transmitter,-,NOUN
*.y.E,*aA}iE,ذَائِع,1A2i3,1aA}i3,widely_known;widespread,-,ADJ
*.y.E,mu*iyE,مُذِيع,mu1o2i3,mu1i23,announcing;broadcasting;transmitting,-,ADJ
*.y.l,*ay~al,ذَيَّل,1a2~a3,1a2~a3,append;supplement,trans,VERB
*.y.l,>a*aAl,أَذَال,>a1o2a3,>a1a3,degrade;trample,trans,VERB
*.y.l,>a*aAl,أَذَال,>a1o2a3,>a1aA3,degrade;trample,trans,VERB
*.y.l,*ayol,ذَيْل,1a2o3,1a2o3,addendum;consequence;end;supplement;tail,-,NOUN
*.y.l,ta*oyiyl,تَذْيِيل,ta1o2iy3,ta1o2iy3,appending;supplementing,-,NOUN
*.y.l,mu*ay~al,مُذَيَّل,mu1a2~a3,mu1a2~a3,added_to;extended;supplemented,-,ADJ
>.*.E,<i*aAEap,إِذَاعَة,1i2A3+ap,<i2aA3,broadcast;transmission,-,NOUN
>.*.E,<i*aAEiy~,إِذَاعِيّ,1i2A3+iy~,<i2aA3iy~,broadcast;radio;transmission,-,ADJ
>.*.n,{isota>o*an,ٱِسْتَأْذَن,{isota1o2a3,{isota1o2a3,request_authorization,#n trans,VERB
>.*.n,>a*~an,أَذَّن,1a2~a3,1a2~a3,announce;foresee,#n trans,VERB
>.*.n,>a*in-a,أَذِن-َ,1a2i3,1a2i3,authorize;listen,#n trans,VERB
>.*.n,|*an,آذَن,1A2a3,12a3,announce;warn,#n trans,VERB
>.*.n,ta>a*~an,تَأَذَّن,ta1a2~3_INTRANS,ta1a2~a3,be_informed;learn,INTRANS,VERB
>.*.n,{isoti}o*aAn,ٱِسْتِئْذَان,{isoti1o2A3,{isoti}o2aA3,request_for_authorization,-,NOUN
>.*.n,<i*on,إِذْن,1i2o3,<i2o3,authorization;bond;permission,-,NOUN
>.*.n,<iy*aAn,إِيذَان,1iy2A3,<iy2aA3,declaration;proclamation,-,NOUN
>.*.n,>a*aAn,أَذَان,1a2A3,>a2aA3,call_to_prayer,-,NOUN
>.*.n,>u*ayon,أُذَيْن,1u2ayo3,>u2ayo3,auricle,-,NOUN
>.*.n,>u*ayonap,أُذَيْنَة,1u2ayo3+ap,>u2ayo3,ear_lobe,-,NOUN
>.*.n,>u*un,أُذُن,1u2u3,>u2u3,ear,-,NOUN
>.*.n,|*in,آذِن,1A2i3,|2i3,door_keeper;porter,-,NOUN
>.*.n,ma>o*anap,مَأْذَنَة,ma1o2a3+ap,ma>o2a3,minaret,-,NOUN
>.*.n,ma>o*uwn,مَأْذُون,ma1o2uw3,ma>o2uw3,authorized;licensed;marriage_ceremonies_initiator_and_contractor,-,NOUN
>.*.n,ma>o*uwniy~ap,مَأْذُونِيَّة,ma1o2uw3+iy~ap,ma>o2uw3iy~,furlough;leave,-,NOUN
>.*.n,mi}o*anap,مِئْذَنَة,mi1o2a3+ap,mi}o2a3,minaret,-,NOUN
>.*.n,mu&a*~in,مُؤَذِّن,mu1a2~i3,mu&a2~i3,caller_to_prayer;muezzin,-,NOUN
>.*.n,>u*uniy~,أُذُنِيّ,1u2u3+iy~,>u2u3iy~,auricular,-,ADJ
>.*.n,ma>o*uwn,مَأْذُون,ma1o2uw3,ma>o2uw3,authorized;licensed,-,ADJ
>.*.y,>a*iy-a,أَذِي-َ,1a2a3,1a2,suffer_damage,#-iy trans,VERB
>.*.y,|*aY,آذَى,1A2a3,12,injure;prejudice,#-ay trans,VERB
>.*.y,ta>a*~aY,تَأَذَّى,ta1a2~3_INTRANS,ta1a2~,be_injured;be_offended,INTRANS,VERB
>.*.y,<i*aAyap,إِذَايَة,1i2A3+ap,<i2aA3,injury;offense,-,NOUN
>.*.y,<iy*aA',إِيذَاء,<i1o2A3,<iy2aA,damage;injury,-,NOUN
>.*.y,>a*aAp,أَذَاة,1a2a3+ap,>a2,injury;offense,-,NOUN
>.*.y,>a*aY,أَذَى,1a2a3,>a2,damage;injury;offense,-,NOUN
>.*.y,>a*iy~ap,أَذِيَّة,1a2iy3+ap,>a2i3~,harm;injury;malice;prejudice,-,NOUN
>.*.y,mu&o*iy,مُؤْذِي,mu1o2i3,mu&o2,harmful;offensive,-,NOUN
>.$.b,>a$~ab,أَشَّب,1a2~a3,1a2~a3,alloy,trans,VERB
>.$.b,>a$ib-a,أَشِب-َ,1a2i3,1a2i3,make_an_alloy,trans,VERB
>.$.b,ta>a$~ab,تَأَشَّب,ta1a2~3_INTRANS,ta1a2~a3,be_heterogeneous;be_mixed,INTRANS,VERB
>.$.b,>a$ab,أَشَب,1a2a3,>a2a3,alloy,-,NOUN
>.$.b,>u$aAbap,أُشَابَة,1u2A3+ap,>u2aA3,alloy;mixture,-,NOUN
>.$.n,>u$onap,أُشْنَة,1u2o3+ap,>u2o3,moss,-,NOUN
>.$.n.n,>u$onaAn,أُشْنَان,1u2o3A4,>u2o3aA4,potash;saltwort,-,NOUN
>.$.n.n,>u$onaAniy~,أُشْنَانِيّ,1u2o3A4+iy~,>u2o3aA4iy~,potash;saltwort,-,ADJ
>.$.r,>a$~ar,أَشَّر,1a2~a3,1a2~a3,indicate;register,trans,VERB
>.$.r,>a$ar-i,أَشَر-ِ,1a2a3,1a2a3,file;sharpen,trans,VERB
>.$.r,>a$ar-u,أَشَر-ُ,1a2a3,1a2a3,cut_with_a_saw,trans,VERB
>.$.r,<i$aArojiy~,إِشَارْجِيّ,1i2A3+jiy~,<i2aA3ojiy~,signalman,-,NOUN
>.$.r,>a$ar,أَشَر,1a2a3,>a2a3,liveliness,-,NOUN
>.$.r,mi}o$aAr,مِئْشَار,mi1o2A3,mi}o2aA3,saw,-,NOUN
>.$.r,mu&a$~ir,مُؤَشِّر,mu1a2~i3,mu&a2~i3,gage;index;indication;indicator;measure,-,NOUN
>.$.r,ta>o$iyr,تَأْشِير,ta1o2iy3,ta>o2iy3,mark;visa,-,NOUN
>.$.r,ta>o$iyrap,تَأْشِيرَة,ta1o2iy3+ap,ta>o2iy3,mark;visa,-,NOUN
>.$.r,>a$ir,أَشِر,1a2i3,>a2i3,lively,-,ADJ
>.$.r,mu&a$~ar,مُؤَشَّر,mu1a2~a3,mu&a2~a3,mentioned;pointed_out,-,ADJ
>.$.r,mu&a$~ir,مُؤَشِّر,mu1a2~i3,mu&a2~i3,indicating;mentioning;pointing,-,ADJ
>.$.r,ta>o$iyriy~,تَأْشِيرِيّ,ta1o2iy3+iy~,ta>o2iy3iy~,visa,-,ADJ
>.b.b,>ab~-i,أَبّ-ِ,1a2a3,1a2a3,aspire;desire,gem trans,VERB
>.b.b,>ab~-i,أَبّ-ِ,1a2a3,1a2~,aspire;desire,gem trans,VERB
>.b.b,>ab~-u,أَبّ-ُ,1a2a3,1a2a3,aspire;desire,gem trans,VERB
>.b.b,>ab~-u,أَبّ-ُ,1a2a3,1a2~,aspire;desire,gem trans,VERB
>.b.b,>abaAbap,أَبَابَة,1a2A3+ap,>a2aA3,homesickness;nostalgia,-,NOUN
>.b.d,>ab~ad,أَبَّد,1a2~a3,1a2~a3,immortalize;perpetuate,trans,VERB
>.b.d,>abad-i,أَبَد-ِ,1a2a3,1a2a3,be_untamed;escape;persist;remain;stay,trans,VERB
>.b.d,>abad-u,أَبَد-ُ,1a2a3,1a2a3,be_untamed;escape,trans,VERB
>.b.d,ta>ab~ad,تَأَبَّد,ta1a2~3,ta1a2~a3,self-immortalize;self-perpetuate,trans,VERB
>.b.D,<ibaADiy~,إِبَاضِيّ,1i2A3+iy~,<i2aA3iy~,Ibadi,-,NOUN
>.b.D,<ibaADiy~ap,إِبَاضِيَّة,1i2A3+iy~ap,<i2aA3iy~,Ibadites,-,NOUN
>.b.D,>abaADiy~,أَبَاضِيّ,1a2A3+iy~,>a2aA3iy~,Ibadi,-,NOUN
>.b.D,>abaADiy~ap,أَبَاضِيَّة,1a2A3+iy~ap,>a2aA3iy~,Ibadites,-,NOUN
>.b.d,>abad,أَبَد,1a2a3,>a2a3,all_time;eternity;forever,-,NOUN
>.b.d,>abadiy~ap,أَبَدِيَّة,1a2a3+iy~ap,>a2a3iy~,eternity;forever,-,NOUN
>.b.D,>uboD,أُبْض,1u2o3,>u2o3,knee_pit,-,NOUN
>.b.d,>ubuwd,أُبُود,1u2uw3,>u2uw3,persisting;remaining;staying,-,NOUN
>.b.d,|bid,آبِد,1A2i3,|2i3,non_migratory;sedentary,-,NOUN
>.b.d,|bidap,آبِدَة,1A2i3+ap,|2i3,archaism;sedentary,-,NOUN
>.b.D,ma>obiD,مَأْبِض,ma1o2i3,ma>o2i3,knee_pit,-,NOUN
>.b.d,mu&ab~ad,مُؤَبَّد,mu1a2~a3,mu&a2~a3,life-long;perpetual,-,NOUN
>.b.d,ta>ab~ud,تَأَبُّد,ta1a2~u3,ta>a2~u3,perpetuation,-,NOUN
>.b.d,ta>obiyd,تَأْبِيد,ta1o2iy3,ta>o2iy3,immortalization;perpetuation,-,NOUN
>.b.D,<ibaADiy~,إِبَاضِيّ,1i2A3+iy~,<i2aA3iy~,Ibadi,-,ADJ
>.b.D,>abaADiy~,أَبَاضِيّ,1a2A3+iy~,>a2aA3iy~,Ibadi,-,ADJ
>.b.d,>abadiy~,أَبَدِيّ,1a2a3+iy~,>a2a3iy~,eternal;infinite,-,ADJ
>.b.D,>uboDiy~,أُبْضِيّ,1u2o3+iy~,>u2o3iy~,popliteal;popliteal_(armpit),-,ADJ
>.b.d,|bid,آبِد,1A2i3,|2i3,non-migratory;sedentary,-,ADJ
>.b.D,ma>obiDiy~,مَأْبِضِيّ,ma1o2i3+iy~,ma>o2i3iy~,popliteal;popliteal_(armpit),-,ADJ
>.b.h,>abah-a,أَبَه-َ,1a2a3,1a2a3,be_interested;be_sensitive,trans,VERB
>.b.h,>abih-a,أَبِه-َ,1a2i3,1a2i3,be_interested;be_sensitive,trans,VERB
>.b.h,ta>ab~ah,تَأَبَّه,ta1a2~3_INTRANS,ta1a2~a3,be_aloof;be_haughty,INTRANS,VERB
>.b.h,>abah,أَبَه,1a2a3,>a2a3,interest;sensitivity,-,NOUN
>.b.h,>ub~ahap,أُبَّهَة,1u2~a3+ap,>u2~a3,pomp;splendor,-,NOUN
>.b.h,|bih,آبِه,1A2i3,|2i3,concerned,-,NOUN
>.b.j.d,>abojad,أَبْجَد,1a2o3a4,>a2o3a4,alphabet,-,NOUN
>.b.j.d,>abojadiy~ap,أَبْجَدِيَّة,1a2o3a4+iy~ap,>a2o3a4iy~,alphabet,-,NOUN
>.b.j.d,>abojadiy~,أَبْجَدِيّ,1a2o3a4+iy~,>a2o3a4iy~,alphabetical;elementary,-,ADJ
>.b.l,<ibaAlap,إِبَالَة,1i2A3+ap,<i2aA3,administration;bundle,-,NOUN
>.b.l,<ibol,إِبْل,1i2o3,<i2o3,camel,-,NOUN
>.b.l,>ubul~ap,أُبُلَّة,1u2u3~+ap,>u2u3~,companion;tribe,-,NOUN
>.b.l,<iboliy~,إِبْلِيّ,1i2o3+iy~,<i2o3iy~,dromedary,-,ADJ
>.b.l.s,<iboliys,إِبْلِيس,1i2o3iy4,<i2o3iy4,demon;devil,-,NOUN
>.b.n,>ab~an,أَبَّن,1a2~a3,1a2~a3,eulogize,#n trans,VERB
>.b.n,{ibon,ٱِبْن,1i2o3,{i2o3,child;junior_(Jr.);son,-,NOUN
>.b.n,<ib~aAn,إِبَّان,1i2~A3,<i2~aA3,at_the_time_of;during;time,-,NOUN
>.b.n,ta>obiyn,تَأْبِين,ta1o2iy3,ta>o2iy3,funeral;obituary,-,NOUN
>.b.n,ta>obiyniy~,تَأْبِينِيّ,ta1o2iy3+iy~,ta>o2iy3iy~,commemorative;funerary,-,ADJ
>.b.q,>abaq-i,أَبَق-ِ,1a2a3,1a2a3,escape;flee,trans,VERB
>.b.q,>abaq-u,أَبَق-ُ,1a2a3,1a2a3,escape;flee,trans,VERB
>.b.q,>abaq,أَبَق,1a2a3,>a2a3,escape;fleeing;flight,-,NOUN
>.b.q,|biq,آبِق,1A2i3,|2i3,fugitive,-,NOUN
>.b.r,>ab~ar,أَبَّر,1a2~a3,1a2~a3,pollinate;practice_acupuncture,trans,VERB
>.b.r,>abar-i,أَبَر-ِ,1a2a3,1a2a3,pollinate;sting,trans,VERB
>.b.r,>abar-u,أَبَر-ُ,1a2a3,1a2a3,pollinate;sting,trans,VERB
>.b.r,<iborap,إِبْرَة,1i2o3+ap,<i2o3,indicator;injection;needle,-,NOUN
>.b.r,mi}obar,مِئْبَر,mi1o2a3,mi}o2a3,anther;needlecase,-,NOUN
>.b.r,mu&ab~ir,مُؤَبِّر,mu1a2~i3,mu&a2~i3,acupuncturist,-,NOUN
>.b.r,ta>obiyr,تَأْبِير,ta1o2iy3,ta>o2iy3,acupuncture,-,NOUN
>.b.r,<ibariy~,إِبَرِيّ,1i2a3+iy~,<i2a3iy~,needle-like,-,ADJ
>.b.r.$,<ibaro$iy~,إِبَرْشِيّ,1i2a3o4+iy~,<i2a3o4iy~,bishopric;diocese,-,ADJ
>.b.r.$,>abaro$iy~,أَبَرْشِيّ,1a2a3o4+iy~,>a2a3o4iy~,bishopric;diocese,-,ADJ
>.b.r.$,>abora$iy~,أَبْرَشِيّ,1a2o3a4+iy~,>a2o3a4iy~,bishopric;diocese,-,ADJ
>.b.r.q,<iboriyq,1i2o3iy4,<i2o3iy4,jug;pitcher,-,NOUN,
>.b.r.z,<iboriyz,1i2o3iy4,<i2o3iy4,pure_gold,-,NOUN,
>.b.r.z,<iboriyziy~,1i2o3iy4+iy~,<i2o3iy4iy~,golden,-,ADJ,
>.b.T,ta>ab~aT,ta1a2~3,ta1a2~a3,put/carry_under_the_arm,trans,VERB,
>.b.T,<iboT,1i2o3,<i2o3,armpit,-,NOUN,
>.b.T,<iboTiy~,1i2o3+iy~,<i2o3iy~,armpit;axillary,-,ADJ,
>.b.w,<ibaAwap,1i2A3+ap,<i2aA3,fatherhood,-,NOUN,
>.b.w,>ab,1a2a3,>a2a3,ancestor;father,-,NOUN,
>.b.w,>ab,1a2,>a2,ancestor;father,-,NOUN,
>.b.w,>abawiy~ap,1a2a3+iy~ap,>a2a3iy~,patriarchy,-,NOUN,
>.b.w,>ubuw~ap,1u2uw3+ap,>u2u3~,paternity,-,NOUN,
>.b.w,>abawiy~,1a2a3+iy~,>a2a3iy~,fatherly;paternal,-,ADJ,
>.b.y,>abaY-a,1a2a3,1a2,deny;refuse,#-ay trans,VERB,
>.b.y,ta>ab~aY,ta1a2~3,ta1a2~,decline,#-ay trans,VERB,
>.b.y,<ibaA',1i2A3,<i2aA,denial;refusal,-,NOUN,
>.b.y,<ibaA'ap,1i2A3+ap,<i2aA',denial;refusal,-,NOUN,
>.b.y,|biy,1A2i3,|2,reluctant;unwilling,-,NOUN,
>.b.y,>abiy~,1a2iy3,>a2i3~,dignified;noble;proud,-,ADJ,
>.b.z.m,<iboziym,1i2o3iy4,<i2o3iy4,buckle;clasp,-,NOUN,
>.b.z.n,>abozan,1a2o3a4,>a2o3a4,washbowl,-,NOUN,
>.d.b,>ad~ab,1a2~a3,1a2~a3,discipline;educate,trans,VERB,
>.d.b,>adab-i,1a2a3,1a2a3,entertain;invite,trans,VERB,
>.d.b,>adub-u,1a2u3,1a2u3,be_courteous;be_urbane,trans,VERB,
>.d.b,|dab,1A2a3,12a3,invite,trans,VERB,
>.d.b,ta>ad~ab,ta1a2~3_INTRANS,ta1a2~a3,be_disciplined;be_educated,INTRANS,VERB,
>.d.b,>adab,1a2a3,>a2a3,etiquette;good_manner;literature,-,NOUN,
>.d.b,>adabiy~aAt,1a2a3+iy~+At,>a2a3iy~,literature,-,NOUN,
>.d.b,>adiyb,1a2iy3,>a2iy3,author;writer,-,NOUN,
>.d.b,>adob,1a2o3,>a2o3,entertainment;invitation,-,NOUN,
>.d.b,|dib,1A2i3,|2i3,host,-,NOUN,
>.d.b,ma>odubap,ma1o2u3+ap,ma>o2u3,banquet;reception,-,NOUN,
>.d.b,mu&ad~ab,mu1a2~a3,mu&a2~a3,urbane;well-bred,-,NOUN,
>.d.b,mu&ad~ib,mu1a2~i3,mu&a2~i3,educator,-,NOUN,
>.d.b,muta>ad~ib,muta1a2~i3,muta>a2~i3,courteous,-,NOUN,
>.d.b,ta>ad~ub,ta1a2~u3,ta>a2~u3,civility;courtesy,-,NOUN,
>.d.b,ta>odiyb,ta1o2iy3,ta>o2iy3,chastisement;education,-,NOUN,
>.d.b,>adabiy~,1a2a3+iy~,>a2a3iy~,ethical;literary;moral,-,ADJ,
>.d.b,ta>odiybiy~,ta1o2iy3+iy~,ta>o2iy3iy~,disciplinary;punitive,-,ADJ,
>.d.d,>ad~-i,1a2a3,1a2a3,afflict;befall,gem trans,VERB,
>.d.d,>ad~-i,1a2a3,1a2~,afflict;befall,gem trans,VERB,
>.d.d,>ad~-u,1a2a3,1a2a3,afflict;befall,gem trans,VERB,
>.d.d,>ad~-u,1a2a3,1a2~,afflict;befall,gem trans,VERB,
>.d.d,<id~,1i2o3,<i2~,evil;horrible,-,NOUN,
>.d.m,<idaAm,1i2A3,<i2aA3,fat;sauce,-,NOUN,
>.d.m,<idaAmap,1i2A3+ap,<i2aA3,carrying_on;keeping_alive;maintaining;perpetuating,-,NOUN,
>.d.m,>ad~aAm,1a2~A3,>a2~aA3,tanner,-,NOUN,
>.d.m,>adamap,1a2a3+ap,>a2a3,skin,-,NOUN,
>.d.m,>adiym,1a2iy3,>a2iy3,leather;skin;surface,-,NOUN,
>.d.m,|dam,1A2a3,|2a3,human,-,NOUN,
>.d.m,|damiy~,1A2a3+iy~,|2a3iy~,human;humane,-,ADJ,
>.d.w,>adaA',1a2A3,>a2aA,fulfillment;performance,-,NOUN,
>.d.w,>adaAp,1a2a3+ap,>a2,apparatus;instrument;tool,-,NOUN,
>.d.y,{isota>odaY,{isota1o2a3,{isota1o2,claim;demand,#-ay trans,VERB,
>.d.y,>ad~aY,1a2~a3,1a2~,carry_out_(duty);direct;guide;lead;perform_(function),#-ay trans,VERB,
>.d.y,ta>ad~aY,ta1a2~3,ta1a2~,arrive;contribute,#-ay trans,VERB,
>.d.y,mu&ad~aY,mu1a2~a3,mu&a2~,content;significance;task,-,NOUN,
>.d.y,ta>odiyap,ta1o2i3+ap,ta>o2i3,accomplishment;performance,-,NOUN,
>.d.y,>adaA}iy~,1a2A3+iy~,>a2aA}iy~,functional;performance-related,-,ADJ,
>.d.y,mu&ad~iy,mu1a2~i3,mu&a2~,causing;leading,-,ADJ,
>.f.$,>afiy$,1a2iy3,>a2iy3,placard;poster,-,NOUN,
>.f.$.n,<ifo$iyn,1i2o3iy4,<i2o3iy4,litany,-,NOUN,
>.f.f,ta>af~af,ta1a2~3,ta1a2~a3,complain;grumble,trans,VERB,
>.f.f,>afaf,1a2a3,>a2a3,displeasure;grumbling,-,NOUN,
>.f.f,muta>af~if,muta1a2~i3,muta>a2~i3,complaining;grouch;grumbling;grumpy,-,NOUN,
>.f.f,ta>af~uf,ta1a2~u3,ta>a2~u3,complaining;groaning,-,NOUN,
>.f.k,>afak-i,1a2a3,1a2a3,lie,trans,VERB,
>.f.k,<ifok,1i2o3,<i2o3,lie;untruth,-,NOUN,
>.f.k,>af~aAk,1a2~A3,>a2~aA3,liar,-,NOUN,
>.f.k,>afak,1a2a3,>a2a3,falsehood;lying,-,NOUN,
>.f.k,>afiykap,1a2iy3+ap,>a2iy3,lie;untruth,-,NOUN,
>.f.k,>afok,1a2o3,>a2o3,falsehood;lying,-,NOUN,
>.f.k,>ufuwk,1u2uw3,>u2uw3,falsehood;lying,-,NOUN,
>.f.l,>afal-i,1a2a3,1a2a3,disappear;fade_away,trans,VERB,
>.f.l,>afal-u,1a2a3,1a2a3,disappear;fade_away,trans,VERB,
>.f.l,>ufuwl,1u2uw3,>u2uw3,decline;disappearance;fading_away,-,NOUN,
>.f.l,|fil,1A2i3,|2i3,fading;passing;transitory,-,NOUN,
>.f.n,>afin-a,1a2i3_INTRANS,1a2i3,be_foolish,INTRANS,VERB,
>.f.n,<ifaAn,1i2A3,<i2aA3,dull;stupid,-,NOUN,
>.f.n,>afan,1a2a3,>a2a3,foolishness,-,NOUN,
>.f.n,>afiyn,1a2iy3,>a2iy3,dull;stupid,-,NOUN,
>.f.n,ma>ofuwn,ma1o2uw3,ma>o2uw3,dull;stupid,-,NOUN,
>.f.n,<ifaAn,1i2A3,<i2aA3,dull;stupid,-,ADJ,
>.f.n,>afiyn,1a2iy3,>a2iy3,dull;stupid,-,ADJ,
>.f.n,ma>ofuwn,ma1o2uw3,ma>o2uw3,dull;stupid,-,ADJ,
>.f.q,>af~aAq,1a2~A3,>a2~aA3,globe_trotter;vagabond,-,NOUN,
>.f.q,>ufuq,1u2u3,>u2u3,horizon;province,-,NOUN,
>.f.q,mi}ofaAq,mi1o2A3,mi}o2aA3,periscope,-,NOUN,
>.f.q,>ufuqiy~,1u2u3+iy~,>u2u3iy~,across;horizontal,-,ADJ,
>.f.q,|faAqiy~,>a1o2A3+iy~,|2aA3iy~,provincial,-,ADJ,
>.f.q,mi}ofaAqiy~,mi1o2A3+iy~,mi}o2aA3iy~,periscopic,-,ADJ,
>.f.r.q,>aforaq,1a2o3a4,1a2o3a4,Africanize,trans,VERB,
>.f.r.q,ta>aforaq,ta1a2o3a4_INTRANS,ta1a2o3a4,become_Africanized,INTRANS,VERB,
>.f.r.q,<iforiyqiy~,1i2o3iy4+iy~,<i2o3iy4iy~,African,-,NOUN,
>.f.r.q,>aforaqap,1a2o3a4+ap,>a2o3a4,Africanization,-,NOUN,
>.f.r.q,>aforiyqiy~,1a2o3iy4+iy~,>a2o3iy4iy~,African,-,NOUN,
>.f.r.q,<iforiyqiy~,1i2o3iy4+iy~,<i2o3iy4iy~,African,-,ADJ,
>.f.r.q,>aforiyqiy~,1a2o3iy4+iy~,>a2o3iy4iy~,African,-,ADJ,
>.f.r.q,muta>aforiq,muta1a2o3i4,muta>a2o3i4,Africanized,-,ADJ,
>.h.b,>ah~ab,1a2~a3,1a2~a3,equip;put_on_alert,trans,VERB,
>.h.b,ta>ah~ab,ta1a2~3_INTRANS,ta1a2~a3,be_equipped;be_on_alert;be_ready,INTRANS,VERB,
>.h.b,<ihaAb,1i2A3,<i2aA3,hide;skin,-,NOUN,
>.h.b,>uhobap,1u2o3+ap,>u2o3,alert;preparation,-,NOUN,
>.h.b,muta>ah~ib,muta1a2~i3,muta>a2~i3,on_alert;prepared,-,NOUN,
>.h.b,ta>ah~ub,ta1a2~u3,ta>a2~u3,alert;preparation;preparedness,-,NOUN,
>.h.b,<ihaAbiy~,1i2A3+iy~,<i2aA3iy~,hide;skin,-,ADJ,
>.H.H,>aH~-u,1a2a3,1a2a3,cough,gem trans,VERB,
>.H.H,>aH~-u,1a2a3,1a2~,cough,gem trans,VERB,
>.H.H,>aH~,1a2o3,>a2~,cough,-,NOUN,
>.h.l,{isota>ohal,{isota1o2a3,{isota1o2a3,consider_worthy;merit,trans,VERB,
>.h.l,>ah~al,1a2~a3,1a2~a3,certify;qualify;train,trans,VERB,
>.h.l,>ahal-i,1a2a3,1a2a3,get_married,trans,VERB,
>.h.l,>ahal-u,1a2a3,1a2a3,get_married,trans,VERB,
>.h.l,>ahil-a,1a2i3,1a2i3,be_familiar,trans,VERB,
>.h.l,ta>ah~al,ta1a2~3_INTRANS,ta1a2~a3,be_qualified;merit,INTRANS,VERB,
>.h.l,>ahol,1a2o3,>a2o3,family;folk;indigenous_people;indigenous_person;person;welcome!,-,NOUN,
>.h.l,>aholaAwiy~,1a2o3+Aw+iy~,>a2o3aAwiy~,Ahli_sports_club;of/from_the_Ahly,-,NOUN,
>.h.l,>aholiy~ap,1a2o3+iy~ap,>a2o3iy~,aptitude;competence;qualification,-,NOUN,
>.h.l,|hil,1A2i3,|2i3,populated,-,NOUN,
>.h.l,ma>ohuwl,ma1o2uw3,ma>o2uw3,manned;populated,-,NOUN,
>.h.l,mu&ah~il,mu1a2~i3,mu&a2~i3,certification;qualification,-,NOUN,
>.h.l,musota>ohil,musota1o2i3,musota>o2i3,entitled;qualified;worthy,-,NOUN,
>.h.l,muta>ah~il,muta1a2~i3,muta>a2~i3,married;qualified,-,NOUN,
>.h.l,ta>ah~ul,ta1a2~u3,ta>a2~u3,competency;qualification;suitability,-,NOUN,
>.h.l,ta>ohiyl,ta1o2iy3,ta>o2iy3,certifying;habilitating;qualifying;training,-,NOUN,
>.h.l,>ahol,1a2o3,>a2o3,qualified,-,ADJ,
>.h.l,>aholaAwiy~,1a2o3+Aw+iy~,>a2o3aAwiy~,of/from_the_Ahly/Ahli_sports_club,-,ADJ,
>.h.l,>aholiy~,1a2o3+iy~,>a2o3iy~,civil;domestic;family,-,ADJ,
>.h.l,mu&ah~al,mu1a2~a3,mu&a2~a3,certified;competent;qualified,-,ADJ,
>.h.l,mu&ah~il,mu1a2~i3,mu&a2~i3,qualifying,-,ADJ,
>.j.j,>aj~-i,1a2a3,1a2a3,blaze;burn,gem trans,VERB,
>.j.j,>aj~-i,1a2a3,1a2~,blaze;burn,gem trans,VERB,
>.j.j,>aj~-u,1a2a3,1a2a3,blaze;burn,gem trans,VERB,
>.j.j,>aj~-u,1a2a3,1a2~,blaze;burn,gem trans,VERB,
>.j.j,>aj~aj,1a2~a3,1a2~a3,kindle;light,trans,VERB,
>.j.j,ta>aj~aj,ta1a2~3,ta1a2~a3,be_kindled;blaze_up,trans,VERB,
